date,model_version,player_id,player_name,team,opponent,pitcher,lineup_spot,model_prob_pct,market_prob_pct,ev_pct,edge_pct,american_odds,bet_dollars,park_factor,pitcher_factor,weather_factor,season_pa,recent_pa,confidence,score,streak_factor,barrel_pct,xslg,platoon_factor,statcast_source,confidence_tier,qualified,filter_reasons
2026-06-15,v4,545361,Mike Trout,LAA,AZ,Ryne Nelson,2,19.92,19.45,3.58,0.47,420,0.00,1.000,1.375,0.984,322,92,75.3,0.20,0.942,,0.553,1.050,current,C,0,Edge +0.5% (need ≥ +2%)
2026-06-15,v4,685133,Wade Meckler,LAA,AZ,Ryne Nelson,3,11.72,9.68,11.34,2.04,850,0.00,1.000,1.375,0.992,68,68,50.1,0.12,0.890,,0.435,1.000,blended,C,1,
2026-06-15,v4,666176,Jo Adell,LAA,AZ,Ryne Nelson,4,10.58,14.78,-32.29,-4.20,540,0.00,1.000,1.375,0.992,301,85,77.9,0.11,0.972,,0.455,0.700,current,C,0,EV -32.3% (need ≥ +3%)|Edge -4.2% (need ≥ +2%)
2026-06-15,v4,694384,Nolan Schanuel,LAA,AZ,Ryne Nelson,5,7.72,0.00,0.00,0.00,,0.00,1.000,1.375,0.996,228,74,0.0,0.08,1.044,,0.380,1.023,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,694203,Denzer Guzman,LAA,AZ,Ryne Nelson,6,9.87,0.00,0.00,0.00,,0.00,1.000,1.375,0.984,43,22,0.0,0.10,0.890,,0.326,0.960,blended,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,681351,Logan O'Hoppe,LAA,AZ,Ryne Nelson,7,12.15,12.36,-8.88,-0.21,650,0.00,1.000,1.375,0.984,163,64,57.5,0.12,1.045,,0.349,1.291,current,C,0,EV -8.9% (need ≥ +3%)|Edge -0.2% (need ≥ +2%)
2026-06-15,v4,622268,Donovan Walton,LAA,AZ,Ryne Nelson,8,9.14,10.22,-17.74,-1.08,800,0.00,1.000,1.375,0.996,58,58,43.9,0.09,1.047,,0.396,1.060,blended,C,0,EV -17.7% (need ≥ +3%)|Edge -1.1% (need ≥ +2%)
2026-06-15,v4,672724,Oswald Peraza,LAA,AZ,Ryne Nelson,9,7.00,11.59,-44.00,-4.59,700,0.00,1.000,1.375,0.992,220,76,70.2,0.07,0.890,,0.403,0.700,current,C,0,EV -44.0% (need ≥ +3%)|Edge -4.6% (need ≥ +2%)|Expected PA 3.2 (need ≥ 3.3)
2026-06-15,v4,701762,Nick Kurtz,ATH,PIT,Jared Jones,1,19.75,0.00,0.00,0.00,,0.00,1.041,1.043,0.996,320,90,0.0,0.20,1.056,,0.515,1.015,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,669127,Shea Langeliers,ATH,PIT,Jared Jones,2,20.10,0.00,0.00,0.00,,0.00,1.064,1.043,0.996,294,91,0.0,0.20,1.023,,0.542,0.863,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,691016,Tyler Soderstrom,ATH,PIT,Jared Jones,3,14.03,0.00,0.00,0.00,,0.00,1.042,1.043,0.996,286,81,0.0,0.14,1.075,,0.429,0.748,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,805779,Jacob Wilson,ATH,PIT,Jared Jones,4,7.37,0.00,0.00,0.00,,0.00,1.057,1.043,0.996,176,84,0.0,0.07,1.030,,0.330,1.284,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,666126,Carlos Cortes,ATH,PIT,Jared Jones,5,10.73,0.00,0.00,0.00,,0.00,1.037,1.043,0.996,190,70,0.0,0.11,1.002,,0.470,1.000,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,680869,Zack Gelof,ATH,PIT,Jared Jones,6,11.93,0.00,0.00,0.00,,0.00,1.061,1.043,0.996,200,84,0.0,0.12,1.034,,0.387,0.940,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,671732,Lawrence Butler,ATH,PIT,Jared Jones,7,8.82,0.00,0.00,0.00,,0.00,1.037,1.043,0.996,192,44,0.0,0.09,1.044,,0.362,1.169,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,703607,Henry Bolte,ATH,PIT,Jared Jones,8,4.90,0.00,0.00,0.00,,0.00,1.056,1.043,0.996,101,67,0.0,0.05,1.072,,0.315,0.700,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,643446,Jeff McNeil,ATH,PIT,Jared Jones,9,3.64,0.00,0.00,0.00,,0.00,1.036,1.043,0.996,232,75,0.0,0.04,0.890,,0.341,1.175,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|Expected PA 3.2 (need ≥ 3.3)|No market odds available
2026-06-15,v4,687462,Spencer Horwitz,PIT,ATH,J.T. Ginn,1,14.03,0.00,0.00,0.00,,0.00,1.040,0.959,0.996,259,92,0.0,0.14,1.018,,0.372,1.061,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,664040,Brandon Lowe,PIT,ATH,J.T. Ginn,2,16.18,0.00,0.00,0.00,,0.00,1.044,0.959,0.996,289,85,0.0,0.16,0.983,,0.479,1.063,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,668804,Bryan Reynolds,PIT,ATH,J.T. Ginn,3,9.54,0.00,0.00,0.00,,0.00,1.048,0.959,0.996,311,88,0.0,0.10,1.045,,0.445,0.793,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,656811,Ryan O'Hearn,PIT,ATH,J.T. Ginn,4,14.40,0.00,0.00,0.00,,0.00,1.041,0.959,0.996,231,79,0.0,0.14,1.016,,0.411,1.077,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,693304,Nick Gonzales,PIT,ATH,J.T. Ginn,5,4.86,0.00,0.00,0.00,,0.00,1.055,0.959,0.996,267,82,0.0,0.05,0.890,,0.402,1.343,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,682848,Endy Rodríguez,PIT,ATH,J.T. Ginn,6,9.58,0.00,0.00,0.00,,0.00,1.056,0.959,0.996,68,64,0.0,0.10,1.024,,0.374,1.000,blended,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,682997,Tyler Callihan,PIT,ATH,J.T. Ginn,7,10.88,0.00,0.00,0.00,,0.00,1.054,0.959,0.996,30,30,0.0,0.11,1.000,,0.299,1.060,blended,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,663968,Jake Mangum,PIT,ATH,J.T. Ginn,8,4.10,0.00,0.00,0.00,,0.00,1.042,0.959,0.996,155,69,0.0,0.04,0.890,,0.323,1.258,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,699013,Esmerlyn Valdez,PIT,ATH,J.T. Ginn,9,11.02,0.00,0.00,0.00,,0.00,1.080,0.959,0.996,21,21,0.0,0.11,1.000,,0.430,0.960,blended,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|Expected PA 3.2 (need ≥ 3.3)|No market odds available
2026-06-15,v4,660271,Shohei Ohtani,LAD,TB,Nick Martinez,1,15.36,26.89,-46.24,-11.53,250,0.00,0.872,0.934,1.035,309,95,83.3,0.15,1.043,,0.570,0.914,current,C,0,EV -46.2% (need ≥ +3%)|Edge -11.5% (need ≥ +2%)
2026-06-15,v4,681624,Andy Pages,LAD,TB,Nick Martinez,2,14.31,18.30,-21.29,-3.99,450,0.00,0.939,0.934,1.027,301,95,74.4,0.14,0.983,,0.470,1.054,current,C,0,EV -21.3% (need ≥ +3%)|Edge -4.0% (need ≥ +2%)
2026-06-15,v4,518692,Freddie Freeman,LAD,TB,Nick Martinez,3,13.52,17.31,-25.64,-3.79,450,0.00,0.876,0.934,1.027,303,90,76.4,0.14,1.018,,0.499,1.032,current,C,0,EV -25.6% (need ≥ +3%)|Edge -3.8% (need ≥ +2%)
2026-06-15,v4,605141,Mookie Betts,LAD,TB,Nick Martinez,4,11.64,17.17,-37.14,-5.53,440,0.00,0.931,0.934,1.027,161,89,66.9,0.12,0.951,,0.438,1.000,current,C,0,EV -37.1% (need ≥ +3%)|Edge -5.5% (need ≥ +2%)
2026-06-15,v4,571970,Max Muncy,LAD,TB,Nick Martinez,5,15.55,23.83,-37.80,-8.28,300,0.00,0.872,0.934,1.035,251,69,81.6,0.16,0.987,,0.545,0.976,current,C,0,EV -37.8% (need ≥ +3%)|Edge -8.3% (need ≥ +2%)
2026-06-15,v4,663656,Kyle Tucker,LAD,TB,Nick Martinez,6,5.90,0.00,0.00,0.00,,0.00,0.875,0.934,1.035,293,87,0.0,0.06,1.021,,0.368,1.073,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,669899,Ryan Ward,LAD,TB,Nick Martinez,7,10.15,15.99,-41.13,-5.84,480,0.00,0.883,0.934,1.035,41,41,56.3,0.10,0.985,,0.497,1.000,blended,C,0,EV -41.1% (need ≥ +3%)|Edge -5.8% (need ≥ +2%)
2026-06-15,v4,687221,Dalton Rushing,LAD,TB,Nick Martinez,8,9.04,19.47,-56.61,-10.43,380,0.00,0.884,0.934,1.035,136,70,64.0,0.09,0.935,,0.451,1.000,current,C,0,EV -56.6% (need ≥ +3%)|Edge -10.4% (need ≥ +2%)
2026-06-15,v4,690976,Alex Freeland,LAD,TB,Nick Martinez,9,5.41,10.82,-54.01,-5.41,750,0.00,0.908,0.934,1.027,160,63,61.2,0.05,0.890,,0.351,1.000,current,C,0,EV -54.0% (need ≥ +3%)|Edge -5.4% (need ≥ +2%)|Expected PA 3.2 (need ≥ 3.3)
2026-06-15,v4,650490,Yandy Díaz,TB,LAD,Eric Lauer,1,17.82,0.00,0.00,0.00,,0.00,0.942,1.494,1.027,286,88,0.0,0.18,0.951,,0.466,1.093,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,666018,Jonathan Aranda,TB,LAD,Eric Lauer,2,10.71,0.00,0.00,0.00,,0.00,0.873,1.494,1.027,293,89,0.0,0.11,0.890,,0.477,0.700,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,691406,Junior Caminero,TB,LAD,Eric Lauer,3,14.04,0.00,0.00,0.00,,0.00,0.944,1.494,1.017,300,90,0.0,0.14,0.942,,0.466,0.803,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,668723,Ryan Vilade,TB,LAD,Eric Lauer,4,9.25,0.00,0.00,0.00,,0.00,0.939,1.494,1.027,119,70,0.0,0.09,1.006,,0.375,0.747,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,810938,Ben Williamson,TB,LAD,Eric Lauer,5,5.52,0.00,0.00,0.00,,0.00,0.949,1.494,1.027,167,63,0.0,0.06,1.095,,0.349,1.500,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,596103,Austin Slater,TB,LAD,Eric Lauer,6,6.56,0.00,0.00,0.00,,0.00,0.941,1.494,1.027,65,54,0.0,0.07,1.000,,0.273,1.060,blended,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,656775,Cedric Mullins,TB,LAD,Eric Lauer,7,8.64,0.00,0.00,0.00,,0.00,0.871,1.494,1.035,237,79,0.0,0.09,1.077,,0.309,0.700,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,663743,Nick Fortes,TB,LAD,Eric Lauer,8,2.98,0.00,0.00,0.00,,0.00,0.947,1.494,1.017,172,64,0.0,0.03,0.890,,0.338,0.700,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|No market odds available
2026-06-15,v4,670764,Taylor Walls,TB,LAD,Eric Lauer,9,2.28,0.00,0.00,0.00,,0.00,0.904,1.494,1.027,181,67,0.0,0.02,1.000,,0.229,1.030,current,C,0,EV -999.0% (need ≥ +3%)|Edge -999.0% (need ≥ +2%)|Expected PA 3.2 (need ≥ 3.3)|No market odds available
