date,time_utc,player_name,team,american_odds,ev_pct,model_prob_pct
2026-05-23,21:02,Liam Hicks,MIA,650,8.75,14.50
2026-05-23,21:19,Michael Harris II,ATL,440,29.81,25.25
2026-05-23,21:19,Juan Soto,NYM,440,29.81,25.25
2026-05-23,21:19,J.P. Crawford,SEA,1100,28.69,14.11
2026-05-23,21:19,Angel Martínez,CLE,1000,28.74,13.46
2026-05-23,21:19,Byron Buxton,MIN,370,18.67,25.25
2026-05-23,21:19,José Tena,WSH,900,28.80,13.14
2026-05-23,21:19,Marcell Ozuna,PIT,1000,28.74,12.02
2026-05-23,21:19,Andrés Giménez,TOR,2800,27.48,7.50
2026-05-23,21:19,Spencer Horwitz,PIT,2200,27.51,7.97
2026-05-23,21:19,Yohendrick Piñango,TOR,1900,27.40,8.54
2026-05-23,21:19,Austin Martin,MIN,1900,27.40,7.54
2026-05-23,21:19,Wade Meckler,LAA,1000,23.86,11.26
2026-05-23,21:19,CJ Abrams,WSH,575,16.44,17.25
2026-05-23,21:19,Luke Raley,SEA,475,13.85,19.80
2026-05-23,21:19,Jarren Duran,BOS,650,14.97,15.33
2026-05-23,21:19,James Wood,WSH,440,11.73,20.69
2026-05-23,21:19,Daylen Lile,WSH,700,13.28,14.16
2026-05-23,21:19,Jordan Walker,STL,380,9.44,22.80
2026-05-23,21:19,Bryce Harper,PHI,440,8.81,20.15
2026-05-23,21:19,Ernie Clement,TOR,2900,27.68,5.18
2026-05-23,21:19,Jhostynxon Garcia,PIT,1700,27.51,8.51
2026-05-23,21:19,Liam Hicks,MIA,650,8.75,14.50
2026-05-24,00:18,Jordan Walker,STL,650,29.78,23.12
2026-05-24,00:18,Sal Stewart,CIN,700,29.81,18.19
2026-05-24,00:18,JJ Bleday,CIN,700,29.81,18.37
2026-05-24,00:18,Mookie Betts,LAD,850,28.74,16.27
2026-05-24,00:18,Nathaniel Lowe,CIN,850,28.74,15.63
2026-05-24,00:18,JJ Wetherholt,STL,750,28.76,16.48
2026-05-24,00:18,Brice Turang,MIL,950,28.77,13.03
2026-05-24,00:18,Wade Meckler,LAA,900,28.80,12.95
2026-05-24,00:18,Matt McLain,CIN,1200,28.67,10.39
2026-05-24,00:18,Freddie Freeman,LAD,800,25.19,13.91
2026-05-24,00:18,Christian Yelich,MIL,900,27.20,12.72
2026-05-24,00:18,Blake Dunn,CIN,1050,28.80,11.95
2026-05-24,00:18,Andy Pages,LAD,900,21.30,12.13
2026-05-24,00:18,TJ Rumfield,COL,750,16.70,13.73
2026-05-24,00:18,Bryan Torres,STL,1200,28.67,12.02
2026-05-24,00:18,Jake Bauers,MIL,750,12.11,13.19
2026-05-24,00:18,Alec Burleson,STL,600,9.97,15.71
2026-05-24,01:48,Wade Meckler,LAA,900,28.80,13.23
2026-05-24,01:48,TJ Rumfield,COL,700,9.76,13.72
2026-05-24,02:00,Wade Meckler,LAA,900,28.80,13.23
2026-05-24,02:00,TJ Rumfield,COL,700,9.76,13.72
2026-05-24,02:16,Wade Meckler,LAA,900,28.80,14.18
2026-05-24,02:16,Zach Neto,LAA,500,6.74,17.79
2026-05-24,02:19,Wade Meckler,LAA,900,28.80,14.18
2026-05-24,02:19,Zach Neto,LAA,500,6.74,17.79
2026-05-24,02:40,Wade Meckler,LAA,900,28.80,14.18
2026-05-24,02:40,Zach Neto,LAA,500,6.74,17.79
2026-05-24,02:42,Wade Meckler,LAA,900,28.80,14.18
2026-05-24,02:42,Zach Neto,LAA,500,6.74,17.79
2026-05-24,02:42,Wade Meckler,LAA,900,28.80,14.18
2026-05-24,02:42,Zach Neto,LAA,500,6.74,17.79
2026-05-24,02:43,Wade Meckler,LAA,900,28.80,14.18
2026-05-24,02:43,Zach Neto,LAA,500,6.74,17.79
2026-05-24,02:44,Wade Meckler,LAA,900,28.80,14.18
2026-05-24,02:44,Zach Neto,LAA,500,6.74,17.79
2026-05-24,02:45,Wade Meckler,LAA,900,28.80,14.18
2026-05-24,02:45,Zach Neto,LAA,500,6.74,17.79
2026-05-24,02:45,Wade Meckler,LAA,900,28.80,14.18
2026-05-24,02:45,Zach Neto,LAA,500,6.74,17.79
2026-05-24,02:46,Wade Meckler,LAA,950,28.77,13.98
2026-05-24,02:46,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,02:46,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,02:46,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,02:46,Zach Neto,LAA,525,10.25,17.64
2026-05-24,02:46,Ty France,SD,800,13.85,12.65
2026-05-24,02:46,Wade Meckler,LAA,950,28.77,13.98
2026-05-24,02:46,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,02:46,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,02:46,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,02:46,Zach Neto,LAA,525,10.25,17.64
2026-05-24,02:46,Ty France,SD,800,13.85,12.65
2026-05-24,02:47,Wade Meckler,LAA,950,28.77,13.98
2026-05-24,02:47,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,02:47,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,02:47,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,02:47,Zach Neto,LAA,525,10.25,17.64
2026-05-24,02:47,Ty France,SD,800,13.85,12.65
2026-05-24,02:48,Wade Meckler,LAA,950,28.77,13.98
2026-05-24,02:48,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,02:48,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,02:48,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,02:48,Zach Neto,LAA,525,10.25,17.64
2026-05-24,02:48,Ty France,SD,800,13.85,12.65
2026-05-24,02:49,Wade Meckler,LAA,950,28.77,13.98
2026-05-24,02:49,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,02:49,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,02:49,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,02:49,Zach Neto,LAA,525,10.25,17.64
2026-05-24,02:49,Ty France,SD,800,13.85,12.65
2026-05-24,02:50,Wade Meckler,LAA,950,28.77,13.98
2026-05-24,02:50,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,02:50,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,02:50,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,02:50,Zach Neto,LAA,525,10.25,17.64
2026-05-24,02:50,Ty France,SD,800,13.85,12.65
2026-05-24,02:50,Wade Meckler,LAA,950,28.77,13.98
2026-05-24,02:50,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,02:50,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,02:50,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,02:50,Zach Neto,LAA,525,10.25,17.64
2026-05-24,02:50,Ty France,SD,800,13.85,12.65
2026-05-24,02:50,Wade Meckler,LAA,950,28.77,13.98
2026-05-24,02:50,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,02:50,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,02:50,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,02:50,Zach Neto,LAA,525,10.25,17.64
2026-05-24,02:50,Ty France,SD,800,13.85,12.65
2026-05-24,02:52,Wade Meckler,LAA,950,28.77,13.98
2026-05-24,02:52,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,02:52,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,02:52,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,02:52,Zach Neto,LAA,525,10.25,17.64
2026-05-24,02:52,Ty France,SD,800,13.04,12.56
2026-05-24,03:00,Wade Meckler,LAA,950,28.77,13.97
2026-05-24,03:00,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:00,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:00,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:00,Zach Neto,LAA,525,9.81,17.57
2026-05-24,03:00,Ty France,SD,800,13.04,12.56
2026-05-24,03:00,Wade Meckler,LAA,950,28.77,13.97
2026-05-24,03:00,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:00,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:00,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:00,Zach Neto,LAA,525,9.81,17.57
2026-05-24,03:00,Ty France,SD,800,13.04,12.56
2026-05-24,03:00,Wade Meckler,LAA,950,28.77,13.97
2026-05-24,03:00,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:00,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:00,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:00,Zach Neto,LAA,525,9.81,17.57
2026-05-24,03:00,Ty France,SD,800,13.04,12.56
2026-05-24,03:01,Wade Meckler,LAA,950,28.77,13.97
2026-05-24,03:01,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:01,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:01,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:01,Zach Neto,LAA,525,9.81,17.57
2026-05-24,03:01,Ty France,SD,800,13.04,12.56
2026-05-24,03:02,Wade Meckler,LAA,950,28.77,13.97
2026-05-24,03:02,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:02,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:02,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:02,Zach Neto,LAA,525,9.81,17.57
2026-05-24,03:02,Ty France,SD,800,13.04,12.56
2026-05-24,03:02,Wade Meckler,LAA,950,28.77,13.97
2026-05-24,03:02,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:02,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:02,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:02,Zach Neto,LAA,525,9.81,17.57
2026-05-24,03:02,Ty France,SD,800,13.04,12.56
2026-05-24,03:03,Wade Meckler,LAA,950,28.77,13.97
2026-05-24,03:03,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:03,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:03,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:03,Zach Neto,LAA,525,9.81,17.57
2026-05-24,03:03,Ty France,SD,800,13.04,12.56
2026-05-24,03:03,Wade Meckler,LAA,950,28.77,13.97
2026-05-24,03:03,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:03,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:03,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:03,Zach Neto,LAA,525,9.81,17.57
2026-05-24,03:03,Ty France,SD,800,13.04,12.56
2026-05-24,03:05,Wade Meckler,LAA,950,28.77,13.97
2026-05-24,03:05,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:05,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:05,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:05,Zach Neto,LAA,525,9.81,17.57
2026-05-24,03:05,Ty France,SD,800,13.04,12.56
2026-05-24,03:06,Wade Meckler,LAA,950,28.77,13.93
2026-05-24,03:06,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:06,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:06,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:06,Zach Neto,LAA,525,9.50,17.52
2026-05-24,03:06,Ty France,SD,800,13.04,12.56
2026-05-24,03:06,Wade Meckler,LAA,950,28.77,13.93
2026-05-24,03:06,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:06,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:06,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:06,Zach Neto,LAA,525,9.50,17.52
2026-05-24,03:06,Ty France,SD,800,13.04,12.56
2026-05-24,03:06,Wade Meckler,LAA,950,28.77,13.93
2026-05-24,03:06,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:06,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:06,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:06,Zach Neto,LAA,525,9.50,17.52
2026-05-24,03:06,Ty France,SD,800,13.04,12.56
2026-05-24,03:06,Wade Meckler,LAA,950,28.77,13.93
2026-05-24,03:06,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:06,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:06,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:06,Zach Neto,LAA,525,9.50,17.52
2026-05-24,03:06,Ty France,SD,800,13.04,12.56
2026-05-24,03:07,Wade Meckler,LAA,950,28.77,13.93
2026-05-24,03:07,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:07,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:07,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:07,Zach Neto,LAA,525,9.50,17.52
2026-05-24,03:07,Ty France,SD,800,13.04,12.56
2026-05-24,03:08,Wade Meckler,LAA,950,28.77,13.93
2026-05-24,03:08,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:08,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:08,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:08,Zach Neto,LAA,525,9.50,17.52
2026-05-24,03:08,Ty France,SD,800,13.04,12.56
2026-05-24,03:08,Wade Meckler,LAA,950,28.77,13.93
2026-05-24,03:08,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:08,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:08,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:08,Zach Neto,LAA,525,9.50,17.52
2026-05-24,03:08,Ty France,SD,800,13.04,12.56
2026-05-24,03:09,Wade Meckler,LAA,950,28.77,13.93
2026-05-24,03:09,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:09,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:09,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:09,Zach Neto,LAA,525,9.50,17.52
2026-05-24,03:09,Ty France,SD,800,13.04,12.56
2026-05-24,03:09,Wade Meckler,LAA,950,28.77,13.93
2026-05-24,03:09,Jake McCarthy,COL,1800,27.41,9.42
2026-05-24,03:09,TJ Rumfield,COL,850,24.45,13.10
2026-05-24,03:09,Miguel Andujar,SD,1000,24.85,11.35
2026-05-24,03:09,Zach Neto,LAA,525,9.50,17.52
2026-05-24,03:09,Ty France,SD,800,13.04,12.56
2026-05-24,17:25,Ben Rice,NYY,460,29.83,25.25
2026-05-24,17:25,Dillon Dingler,DET,900,28.80,18.16
2026-05-24,17:25,Michael Harris II,ATL,575,29.84,20.64
2026-05-24,17:25,Randal Grichuk,CWS,575,29.84,20.31
2026-05-24,17:25,Brandon Lowe,PIT,700,29.81,17.07
2026-05-24,17:25,Adley Rutschman,BAL,850,28.74,14.90
2026-05-24,17:25,Gunnar Henderson,BAL,1000,28.74,12.93
2026-05-24,17:25,Liam Hicks,MIA,800,28.77,15.09
2026-05-24,17:25,Paul Goldschmidt,NYY,950,28.77,12.61
2026-05-24,17:25,Matt Vierling,DET,1050,28.80,11.87
2026-05-24,17:25,Josh Bell,MIN,1000,26.94,11.54
2026-05-24,17:25,Ryan McMahon,NYY,1000,25.18,11.38
2026-05-24,17:25,Kyle Schwarber,PHI,360,16.15,25.25
2026-05-24,17:25,Zack Gelof,ATH,850,16.38,12.25
2026-05-24,17:25,Luke Raley,SEA,550,10.69,17.03
2026-05-24,17:25,Mookie Betts,LAD,575,10.23,16.33
2026-05-24,17:25,Jordan Walker,STL,325,7.31,25.25
2026-05-24,17:25,Derek Hill,CWS,900,16.80,11.68
2026-05-24,17:25,Weston Wilson,BAL,1100,18.08,9.84
2026-05-24,17:25,Dillon Dingler,DET,900,13.70,11.37
2026-05-24,17:25,J.P. Crawford,SEA,800,10.88,12.32
2026-05-24,17:25,Brice Turang,MIL,750,9.40,12.87
2026-05-24,17:25,Miguel Vargas,CWS,400,4.95,20.99
2026-05-24,18:44,Ben Rice,NYY,800,28.77,25.18
2026-05-24,18:44,Kyle Schwarber,PHI,650,29.78,25.25
2026-05-24,18:44,Yandy Díaz,TB,1900,27.40,15.03
2026-05-24,18:44,Michael Harris II,ATL,575,29.84,20.64
2026-05-24,18:44,Junior Caminero,TB,900,28.80,16.53
2026-05-24,18:44,Paul Goldschmidt,NYY,2200,27.51,12.67
2026-05-24,18:44,Bryce Harper,PHI,1050,28.80,15.30
2026-05-24,18:44,J.P. Crawford,SEA,1800,27.41,13.02
2026-05-24,18:44,Jarren Duran,BOS,1000,28.74,14.80
2026-05-24,18:44,Liam Hicks,MIA,1050,28.80,15.60
2026-05-24,18:44,Randal Grichuk,CWS,575,29.84,20.38
2026-05-24,18:44,Luke Raley,SEA,750,28.76,17.39
2026-05-24,18:44,Alec Bohm,PHI,1800,27.41,12.09
2026-05-24,18:44,Bryson Stott,PHI,1700,27.51,11.36
2026-05-24,18:44,Trent Grisham,NYY,950,28.77,12.99
2026-05-24,18:44,Josh Bell,MIN,1150,28.80,11.62
2026-05-24,18:44,Jonathan Aranda,TB,1900,27.40,9.21
2026-05-24,18:44,Ryan Vilade,TB,1900,27.40,10.73
2026-05-24,18:44,Ryan McMahon,NYY,1100,28.69,11.59
2026-05-24,18:44,Mookie Betts,LAD,650,26.07,16.81
2026-05-24,18:44,Jazz Chisholm Jr.,NYY,1300,28.77,9.43
2026-05-24,18:44,A.J. Ewing,NYM,2200,27.51,8.82
2026-05-24,18:44,Marcus Semien,NYM,1800,27.41,8.14
2026-05-24,18:44,Carson Benge,NYM,1800,27.41,8.12
2026-05-24,18:44,Travis Bazzana,CLE,1700,27.51,9.43
2026-05-24,18:44,Edmundo Sosa,PHI,2400,27.40,7.95
2026-05-24,18:44,David Fry,CLE,1150,28.80,10.85
2026-05-24,18:44,Austin Martin,MIN,2400,27.40,7.37
2026-05-24,18:44,Bo Bichette,NYM,1800,27.41,7.88
2026-05-24,18:44,Aaron Judge,NYY,575,21.91,18.06
2026-05-24,18:44,Tyrone Taylor,NYM,2200,27.51,7.36
2026-05-24,18:44,Brice Turang,MIL,850,23.40,12.99
2026-05-24,18:44,Mark Vientos,NYM,1000,24.74,11.34
2026-05-24,18:44,Chase DeLauter,CLE,900,19.30,11.93
2026-05-24,18:44,Harrison Bader,SF,1000,20.89,10.99
2026-05-24,18:44,Victor Caratini,MIN,1900,27.40,6.82
2026-05-24,18:44,Orlando Arcia,MIN,1700,27.51,7.55
2026-05-24,18:44,Cedric Mullins,TB,2400,27.40,5.66
2026-05-24,18:44,Kody Clemens,MIN,1300,24.46,8.89
2026-05-24,18:44,Cody Bellinger,NYY,1050,15.46,10.04
2026-05-24,18:44,Zach Dezenzo,HOU,1100,16.04,9.67
2026-05-24,18:44,Rhys Hoskins,CLE,850,14.76,12.08
2026-05-24,18:44,Ceddanne Rafaela,BOS,950,13.93,10.85
2026-05-24,18:44,Christian Walker,HOU,550,6.73,16.42
2026-05-24,18:45,Ben Rice,NYY,800,28.77,25.18
2026-05-24,18:45,Kyle Schwarber,PHI,650,29.78,25.25
2026-05-24,18:45,Yandy Díaz,TB,1900,27.40,15.03
2026-05-24,18:45,Michael Harris II,ATL,575,29.84,20.64
2026-05-24,18:45,Junior Caminero,TB,900,28.80,16.53
2026-05-24,18:45,Paul Goldschmidt,NYY,2200,27.51,12.67
2026-05-24,18:45,Bryce Harper,PHI,1050,28.80,15.30
2026-05-24,18:45,J.P. Crawford,SEA,1800,27.41,13.02
2026-05-24,18:45,Jarren Duran,BOS,1000,28.74,14.80
2026-05-24,18:45,Liam Hicks,MIA,1050,28.80,15.60
2026-05-24,18:45,Randal Grichuk,CWS,575,29.84,20.38
2026-05-24,18:45,Luke Raley,SEA,750,28.76,17.39
2026-05-24,18:45,Alec Bohm,PHI,1800,27.41,12.09
2026-05-24,18:45,Bryson Stott,PHI,1700,27.51,11.36
2026-05-24,18:45,Trent Grisham,NYY,950,28.77,12.99
2026-05-24,18:45,Josh Bell,MIN,1150,28.80,11.62
2026-05-24,18:45,Jonathan Aranda,TB,1900,27.40,9.21
2026-05-24,18:45,Ryan Vilade,TB,1900,27.40,10.73
2026-05-24,18:45,Ryan McMahon,NYY,1100,28.69,11.59
2026-05-24,18:45,Mookie Betts,LAD,650,26.07,16.81
2026-05-24,18:45,Jazz Chisholm Jr.,NYY,1300,28.77,9.43
2026-05-24,18:45,A.J. Ewing,NYM,2200,27.51,8.82
2026-05-24,18:45,Marcus Semien,NYM,1800,27.41,8.14
2026-05-24,18:45,Carson Benge,NYM,1800,27.41,8.12
2026-05-24,18:45,Travis Bazzana,CLE,1700,27.51,9.43
2026-05-24,18:45,Edmundo Sosa,PHI,2400,27.40,7.95
2026-05-24,18:45,David Fry,CLE,1150,28.80,10.85
2026-05-24,18:45,Austin Martin,MIN,2400,27.40,7.37
2026-05-24,18:45,Bo Bichette,NYM,1800,27.41,7.88
2026-05-24,18:45,Aaron Judge,NYY,575,21.91,18.06
2026-05-24,18:45,Tyrone Taylor,NYM,2200,27.51,7.36
2026-05-24,18:45,Brice Turang,MIL,850,23.40,12.99
2026-05-24,18:45,Mark Vientos,NYM,1000,24.74,11.34
2026-05-24,18:45,Chase DeLauter,CLE,900,19.30,11.93
2026-05-24,18:45,Harrison Bader,SF,1000,20.89,10.99
2026-05-24,18:45,Victor Caratini,MIN,1900,27.40,6.82
2026-05-24,18:45,Orlando Arcia,MIN,1700,27.51,7.55
2026-05-24,18:45,Cedric Mullins,TB,2400,27.40,5.66
2026-05-24,18:45,Kody Clemens,MIN,1300,24.46,8.89
2026-05-24,18:45,Cody Bellinger,NYY,1050,15.46,10.04
2026-05-24,18:45,Zach Dezenzo,HOU,1100,16.04,9.67
2026-05-24,18:45,Rhys Hoskins,CLE,850,14.76,12.08
2026-05-24,18:45,Ceddanne Rafaela,BOS,950,13.93,10.85
2026-05-24,18:45,Christian Walker,HOU,550,6.73,16.42
2026-05-24,18:46,Ben Rice,NYY,800,28.77,25.17
2026-05-24,18:46,Kyle Schwarber,PHI,650,29.78,25.25
2026-05-24,18:46,Yandy Díaz,TB,1900,27.40,15.02
2026-05-24,18:46,Michael Harris II,ATL,575,29.84,20.65
2026-05-24,18:46,Junior Caminero,TB,900,28.80,16.53
2026-05-24,18:46,Bryce Harper,PHI,1050,28.80,15.32
2026-05-24,18:46,Paul Goldschmidt,NYY,2200,27.51,12.67
2026-05-24,18:46,J.P. Crawford,SEA,1800,27.41,13.02
2026-05-24,18:46,Jarren Duran,BOS,1000,28.74,14.55
2026-05-24,18:46,Liam Hicks,MIA,1050,28.80,15.60
2026-05-24,18:46,Randal Grichuk,CWS,575,29.84,20.38
2026-05-24,18:46,Luke Raley,SEA,750,28.76,17.39
2026-05-24,18:46,Alec Bohm,PHI,1800,27.41,12.09
2026-05-24,18:46,Bryson Stott,PHI,1700,27.51,11.37
2026-05-24,18:46,Trent Grisham,NYY,950,28.77,12.99
2026-05-24,18:46,Josh Bell,MIN,1150,28.80,11.43
2026-05-24,18:46,Jonathan Aranda,TB,1900,27.40,9.21
2026-05-24,18:46,Ryan Vilade,TB,1900,27.40,10.72
2026-05-24,18:46,Ryan McMahon,NYY,1100,28.69,11.59
2026-05-24,18:46,Mookie Betts,LAD,650,25.77,16.77
2026-05-24,18:46,Jazz Chisholm Jr.,NYY,1300,28.77,9.43
2026-05-24,18:46,A.J. Ewing,NYM,2200,27.51,8.82
2026-05-24,18:46,Marcus Semien,NYM,1800,27.41,8.14
2026-05-24,18:46,Carson Benge,NYM,1800,27.41,8.12
2026-05-24,18:46,Travis Bazzana,CLE,1700,27.51,9.44
2026-05-24,18:46,Edmundo Sosa,PHI,2400,27.40,7.95
2026-05-24,18:46,David Fry,CLE,1150,28.80,10.85
2026-05-24,18:46,Bo Bichette,NYM,1800,27.41,7.88
2026-05-24,18:46,Austin Martin,MIN,2400,27.40,7.25
2026-05-24,18:46,Aaron Judge,NYY,575,21.91,18.06
2026-05-24,18:46,Tyrone Taylor,NYM,2200,27.51,7.36
2026-05-24,18:46,Brice Turang,MIL,850,23.40,12.99
2026-05-24,18:46,Mark Vientos,NYM,1000,24.74,11.34
2026-05-24,18:46,Chase DeLauter,CLE,900,19.30,11.93
2026-05-24,18:46,Harrison Bader,SF,1000,20.89,10.99
2026-05-24,18:46,Victor Caratini,MIN,1900,27.40,6.71
2026-05-24,18:46,Orlando Arcia,MIN,1700,27.51,7.42
2026-05-24,18:46,Cedric Mullins,TB,2400,27.40,5.66
2026-05-24,18:46,Kody Clemens,MIN,1300,22.36,8.74
2026-05-24,18:46,Zach Dezenzo,HOU,1100,17.72,9.81
2026-05-24,18:46,Cody Bellinger,NYY,1050,15.46,10.04
2026-05-24,18:46,Rhys Hoskins,CLE,850,14.85,12.09
2026-05-24,18:46,Ceddanne Rafaela,BOS,950,13.93,10.85
2026-05-24,18:46,Christian Walker,HOU,550,8.16,16.64
2026-05-24,18:46,Ben Rice,NYY,800,28.77,25.17
2026-05-24,18:46,Kyle Schwarber,PHI,650,29.78,25.25
2026-05-24,18:46,Yandy Díaz,TB,1900,27.40,15.02
2026-05-24,18:46,Michael Harris II,ATL,575,29.84,20.65
2026-05-24,18:46,Junior Caminero,TB,900,28.80,16.53
2026-05-24,18:46,Bryce Harper,PHI,1050,28.80,15.32
2026-05-24,18:46,Paul Goldschmidt,NYY,2200,27.51,12.67
2026-05-24,18:46,J.P. Crawford,SEA,1800,27.41,13.02
2026-05-24,18:46,Jarren Duran,BOS,1000,28.74,14.55
2026-05-24,18:46,Liam Hicks,MIA,1050,28.80,15.60
2026-05-24,18:46,Randal Grichuk,CWS,575,29.84,20.38
2026-05-24,18:46,Luke Raley,SEA,750,28.76,17.39
2026-05-24,18:46,Alec Bohm,PHI,1800,27.41,12.09
2026-05-24,18:46,Bryson Stott,PHI,1700,27.51,11.37
2026-05-24,18:46,Trent Grisham,NYY,950,28.77,12.99
2026-05-24,18:46,Josh Bell,MIN,1150,28.80,11.43
2026-05-24,18:46,Jonathan Aranda,TB,1900,27.40,9.21
2026-05-24,18:46,Ryan Vilade,TB,1900,27.40,10.72
2026-05-24,18:46,Ryan McMahon,NYY,1100,28.69,11.59
2026-05-24,18:46,Mookie Betts,LAD,650,25.77,16.77
2026-05-24,18:46,Jazz Chisholm Jr.,NYY,1300,28.77,9.43
2026-05-24,18:46,A.J. Ewing,NYM,2200,27.51,8.82
2026-05-24,18:46,Marcus Semien,NYM,1800,27.41,8.14
2026-05-24,18:46,Carson Benge,NYM,1800,27.41,8.12
2026-05-24,18:46,Travis Bazzana,CLE,1700,27.51,9.44
2026-05-24,18:46,Edmundo Sosa,PHI,2400,27.40,7.95
2026-05-24,18:46,David Fry,CLE,1150,28.80,10.85
2026-05-24,18:46,Bo Bichette,NYM,1800,27.41,7.88
2026-05-24,18:46,Austin Martin,MIN,2400,27.40,7.25
2026-05-24,18:46,Aaron Judge,NYY,575,21.91,18.06
2026-05-24,18:46,Tyrone Taylor,NYM,2200,27.51,7.36
2026-05-24,18:46,Brice Turang,MIL,850,23.40,12.99
2026-05-24,18:46,Mark Vientos,NYM,1000,24.74,11.34
2026-05-24,18:46,Chase DeLauter,CLE,900,19.30,11.93
2026-05-24,18:46,Harrison Bader,SF,1000,20.89,10.99
2026-05-24,18:46,Victor Caratini,MIN,1900,27.40,6.71
2026-05-24,18:46,Orlando Arcia,MIN,1700,27.51,7.42
2026-05-24,18:46,Cedric Mullins,TB,2400,27.40,5.66
2026-05-24,18:46,Kody Clemens,MIN,1300,22.36,8.74
2026-05-24,18:46,Zach Dezenzo,HOU,1100,17.72,9.81
