bet_id,placed_date,placed_datetime,bet_type,parlay_odds,n_legs,all_hit,stake,returned,net
O/2072111/0001770,2026-05-24,2026-05-24 12:35,3 leg parlay,+34954,3,False,1.0,0.0,-1.0
O/2072111/0001768,2026-05-24,2026-05-24 12:31,3 leg parlay,+15037,3,False,1.0,0.0,-1.0
O/2072111/0001762,2026-05-23,2026-05-23 17:14,3 leg parlay,+34049,3,False,1.0,0.0,-1.0
O/2072111/0001763,2026-05-23,2026-05-23 17:16,3 leg Same Game Parlay+,+12890,3,False,1.0,0.0,-1.0
O/2072111/0001761,2026-05-23,2026-05-23 17:13,3 leg Same Game Parlay+,+13477,3,False,1.0,0.0,-1.0
O/2072111/0001756,2026-05-23,2026-05-23 13:07,3 leg parlay,+27691,3,False,1.0,0.0,-1.0
O/2072111/0001760,2026-05-23,2026-05-23 17:07,3 leg parlay,+11307,3,False,1.0,0.0,-1.0
O/2072111/0001757,2026-05-23,2026-05-23 13:15,3 leg parlay,+53878,3,False,1.0,0.0,-1.0
O/2072111/0001755,2026-05-23,2026-05-23 13:01,3 leg parlay,+14933,3,False,1.0,0.0,-1.0
O/2072111/0001758,2026-05-23,2026-05-23 13:16,2 leg parlay,+13808,2,False,1.0,0.0,-1.0
O/2072111/0001759,2026-05-23,2026-05-23 13:20,3 leg parlay,+15672,3,False,1.0,0.0,-1.0
O/2072111/0001752,2026-05-22,2026-05-22 21:13,3 leg parlay,+17647,3,False,1.0,0.0,-1.0
O/2072111/0001751,2026-05-22,2026-05-22 21:09,3 leg parlay,+17130,3,False,1.0,0.0,-1.0
O/2072111/0001753,2026-05-22,2026-05-22 21:15,3 leg Same Game Parlay+,+15878,3,False,1.0,0.0,-1.0
O/2072111/0001754,2026-05-22,2026-05-22 21:16,3 leg Same Game Parlay+,+31347,3,False,1.0,0.0,-1.0
O/2072111/0001744,2026-05-22,2026-05-22 17:51,3 leg parlay,+20351,3,False,1.0,0.0,-1.0
O/2072111/0001737,2026-05-22,2026-05-22 13:49,3 leg Same Game Parlay+,+10481,3,False,1.0,0.0,-1.0
O/2072111/0001748,2026-05-22,2026-05-22 19:29,3 leg Same Game Parlay+,+10244,3,False,1.0,0.0,-1.0
O/2072111/0001749,2026-05-22,2026-05-22 19:30,3 leg parlay,+16572,3,False,1.0,0.0,-1.0
O/2072111/0001750,2026-05-22,2026-05-22 19:34,2 leg parlay,+3920,2,False,1.0,0.0,-1.0
O/2072111/0001746,2026-05-22,2026-05-22 18:02,3 leg parlay,+35034,3,False,1.0,0.0,-1.0
O/2072111/0001747,2026-05-22,2026-05-22 18:19,4 leg parlay,+116004,4,False,1.0,0.0,-1.0
O/2072111/0001743,2026-05-22,2026-05-22 17:48,3 leg parlay,+16897,3,False,1.0,0.0,-1.0
O/2072111/0001745,2026-05-22,2026-05-22 17:55,4 leg parlay,+59089,4,False,1.0,0.0,-1.0
O/2072111/0001741,2026-05-22,2026-05-22 14:09,4 leg parlay,+26312,4,False,1.0,0.0,-1.0
O/2072111/0001740,2026-05-22,2026-05-22 14:01,3 leg parlay,+32842,3,False,1.0,0.0,-1.0
O/2072111/0001742,2026-05-22,2026-05-22 14:51,4 leg Same Game Parlay+,+483450,4,False,5.0,0.0,-5.0
O/2072111/0001738,2026-05-22,2026-05-22 13:50,Same Game Parlay™,+12134,2,False,1.0,0.0,-1.0
O/2072111/0001739,2026-05-22,2026-05-22 13:54,3 leg Same Game Parlay+,+16772,3,False,1.0,0.0,-1.0
O/2072111/0001736,2026-05-22,2026-05-22 13:47,3 leg Same Game Parlay+,+27205,3,False,1.0,0.0,-1.0
O/2072111/0001735,2026-05-21,2026-05-21 21:32,3 leg Same Game Parlay+,+11061,3,False,1.0,0.0,-1.0
O/2072111/0001734,2026-05-21,2026-05-21 21:32,4 leg Same Game Parlay+,+32667,4,False,1.0,0.0,-1.0
O/2072111/0001733,2026-05-21,2026-05-21 17:56,4 leg Same Game Parlay+,+29671,4,False,1.0,0.0,-1.0
O/2072111/0001732,2026-05-21,2026-05-21 16:16,3 leg Same Game Parlay+,+16082,3,False,25.0,0.0,-25.0
O/2072111/0001728,2026-05-21,2026-05-21 12:20,3 leg parlay,+10556,3,False,1.0,0.0,-1.0
O/2072111/0001731,2026-05-21,2026-05-21 16:06,4 leg Same Game Parlay+,+36694,4,False,10.0,0.0,-10.0
O/2072111/0001726,2026-05-21,2026-05-21 12:16,3 leg parlay,+30647,3,False,1.0,0.0,-1.0
O/2072111/0001730,2026-05-21,2026-05-21 12:51,3 leg Same Game Parlay+,+25209,3,False,1.0,0.0,-1.0
O/2072111/0001727,2026-05-21,2026-05-21 12:19,3 leg parlay,+22256,3,False,1.0,0.0,-1.0
O/2072111/0001729,2026-05-21,2026-05-21 12:42,3 leg parlay,+34694,3,False,1.0,0.0,-1.0
O/2072111/0001725,2026-05-20,2026-05-20 17:04,Same Game Parlay™,+62849,3,False,1.0,0.0,-1.0
us-oh:01ks3k4gq5eweb0te29grtkmvg,2026-05-20,2026-05-20 17:02,Same Game Parlay™,+10953,2,False,1.0,0.0,-1.0
us-oh:01ks3mkrxwf638wjhccq04y3dg,2026-05-20,2026-05-20 17:28,3 leg parlay,+22552,3,False,1.0,0.0,-1.0
us-oh:01ks3jy99se8mvy0pa7zqbxpwn,2026-05-20,2026-05-20 16:58,4 leg Same Game Parlay+,+34853,4,False,1.0,0.0,-1.0
us-oh:01ks3mznctfkt920cxdppb7rp0,2026-05-20,2026-05-20 17:34,4 leg Same Game Parlay+,+30255,4,False,1.0,0.0,-1.0
O/2072111/0001724,2026-05-20,2026-05-20 15:46,4 leg Same Game Parlay+,+92734,4,False,10.0,0.0,-10.0
O/2072111/0001722,2026-05-20,2026-05-20 10:59,3 leg parlay,+129068,3,False,1.0,0.0,-1.0
O/2072111/0001723,2026-05-20,2026-05-20 11:46,3 leg parlay,+24311,3,False,10.0,0.0,-10.0
us-oh:01ks35hycpfc4bnkcw2egwnyb8,2026-05-20,2026-05-20 13:04,4 leg parlay,+45135,4,False,1.0,0.0,-1.0
us-oh:01ks30rempfet8wp5v9xddmcv3,2026-05-20,2026-05-20 11:41,3 leg parlay,+19891,3,False,1.0,0.0,-1.0
us-oh:01ks358vfafgpb4de14cxb9fq8,2026-05-20,2026-05-20 12:59,3 leg parlay,+30163,3,False,1.0,0.0,-1.0
O/2072111/0001721,2026-05-19,2026-05-19 21:07,3 leg Same Game Parlay+,+16612,3,False,25.0,0.0,-25.0
us-oh:01ks1jkfemeqm9sm4pf4c4d1tv,2026-05-19,2026-05-19 22:14,3 leg parlay,+31820,3,False,1.0,0.0,-1.0
us-oh:01ks0r6qrefs0r5x3d6eckac9k,2026-05-19,2026-05-19 14:33,3 leg parlay,+21324,3,False,1.0,0.0,-1.0
us-oh:01ks0zqs44ek4skesmh8gjgbj7,2026-05-19,2026-05-19 16:44,3 leg parlay,+23811,3,False,1.0,0.0,-1.0
O/2072111/0001720,2026-05-19,2026-05-19 18:06,3 leg parlay,+136832,3,False,1.0,0.0,-1.0
O/2072111/0001719,2026-05-19,2026-05-19 16:54,4 leg parlay,+67834,3,False,1.0,0.0,-1.0
O/2072111/0001718,2026-05-19,2026-05-19 16:42,3 leg parlay,+77345,3,False,1.0,0.0,-1.0
us-oh:01ks0rv0a5f6javsr8zgc4p756,2026-05-19,2026-05-19 14:44,3 leg parlay,+25507,3,False,1.0,0.0,-1.0
us-oh:01ks15ekekfv6aecehh7j1d53v,2026-05-19,2026-05-19 18:24,3 leg parlay,+15697,3,False,1.0,0.0,-1.0
us-oh:01ks14kzeqfdsta64q627qt3ns,2026-05-19,2026-05-19 18:10,3 leg Same Game Parlay+,+20538,3,False,1.0,0.0,-1.0
us-oh:01ks0zyz84f33rf47j03jfdqa9,2026-05-19,2026-05-19 16:48,3 leg parlay,+10564,3,False,1.0,0.0,-1.0
us-oh:01ks0zfmcee099906f6s5vygc4,2026-05-19,2026-05-19 16:40,4 leg Same Game Parlay+,+48938,4,False,1.0,0.0,-1.0
O/2072111/0001717,2026-05-19,2026-05-19 14:41,3 leg Same Game Parlay+,+14955,3,False,10.0,0.0,-10.0
O/2072111/0001716,2026-05-18,2026-05-18 21:18,3 leg parlay,+68717,3,False,1.0,0.0,-1.0
us-oh:01krytkv2pf4m86ew5kts59syn,2026-05-18,2026-05-18 20:36,3 leg parlay,+45065,3,False,1.0,0.0,-1.0
us-oh:01kryjkpmseaebanxysmwaywtx,2026-05-18,2026-05-18 18:16,3 leg Same Game Parlay+,+54189,3,False,1.0,0.0,-1.0
us-oh:01kryde0pzex6att273hjdxwwv,2026-05-18,2026-05-18 16:46,3 leg parlay,+57321,3,False,1.0,0.0,-1.0
us-oh:01kryjwm0tfst8qy1egna5r334,2026-05-18,2026-05-18 18:21,3 leg parlay,+19977,3,False,1.0,0.0,-1.0
us-oh:01kryd0ht5e8ermaajg6xq6rc5,2026-05-18,2026-05-18 16:39,3 leg parlay,+27196,3,False,1.0,0.0,-1.0
us-oh:01krymwbtgfwzrdjpj7bwx62rc,2026-05-18,2026-05-18 18:56,3 leg parlay,+26205,3,False,1.0,0.0,-1.0
us-oh:01krymnnr5fvq8vb2vr0k49xpv,2026-05-18,2026-05-18 18:52,3 leg parlay,+17456,3,False,1.0,0.0,-1.0
us-oh:01krydmayde15rq8mtyey2te6a,2026-05-18,2026-05-18 16:49,3 leg Same Game Parlay+,+34730,3,False,1.0,0.0,-1.0
O/2072111/0001715,2026-05-17,2026-05-17 17:03,Same Game Parlay™,+13101,3,False,1.0,0.0,-1.0
O/2072111/0001714,2026-05-17,2026-05-17 16:50,3 leg Same Game Parlay+,+21886,3,False,1.0,0.0,-1.0
O/2072111/0001713,2026-05-17,2026-05-17 16:49,3 leg Same Game Parlay+,+10083,3,False,1.0,0.0,-1.0
O/2072111/0001712,2026-05-17,2026-05-17 15:39,4 leg Same Game Parlay+,+14407,3,False,1.0,0.0,-1.0
O/2072111/0001710,2026-05-17,2026-05-17 12:34,3 leg parlay,+21810,3,False,1.0,0.0,-1.0
O/2072111/0001707,2026-05-17,2026-05-17 09:57,3 leg parlay,+9564,3,False,1.0,0.0,-1.0
O/2072111/0001706,2026-05-17,2026-05-17 09:54,4 leg parlay,+79388,4,False,1.0,0.0,-1.0
O/2072111/0001708,2026-05-17,2026-05-17 11:52,3 leg parlay,+12703,3,False,1.0,0.0,-1.0
O/2072111/0001709,2026-05-17,2026-05-17 11:56,3 leg parlay,+18729,3,False,1.0,0.0,-1.0
O/2072111/0001705,2026-05-17,2026-05-17 09:50,3 leg parlay,+64404,3,False,1.0,0.0,-1.0
O/2072111/0001711,2026-05-17,2026-05-17 12:49,Same Game Parlay™,+9505,2,False,1.0,0.0,-1.0
O/2072111/0001703,2026-05-16,2026-05-16 21:46,3 leg Same Game Parlay+,+11194,3,False,1.0,0.0,-1.0
O/2072111/0001704,2026-05-16,2026-05-16 21:50,4 leg Same Game Parlay+,+24080,4,False,1.0,0.0,-1.0
O/2072111/0001702,2026-05-16,2026-05-16 20:11,4 leg Same Game Parlay+,+26521,4,False,1.0,0.0,-1.0
O/2072111/0001701,2026-05-16,2026-05-16 18:11,4 leg parlay,+49770,4,False,1.0,0.0,-1.0
O/2072111/0001700,2026-05-16,2026-05-16 16:43,Same Game Parlay™,+10713,3,False,1.0,0.0,-1.0
O/2072111/0001699,2026-05-16,2026-05-16 16:42,3 leg parlay,+16239,3,False,13.0,0.0,-13.0
O/2072111/0001692,2026-05-16,2026-05-16 12:33,3 leg parlay,+44570,3,False,1.0,0.0,-1.0
O/2072111/0001698,2026-05-16,2026-05-16 16:25,3 leg Same Game Parlay+,+12665,3,False,1.0,0.0,-1.0
O/2072111/0001697,2026-05-16,2026-05-16 16:21,3 leg parlay,+64668,3,False,1.0,0.0,-1.0
O/2072111/0001696,2026-05-16,2026-05-16 14:54,3 leg parlay,+37573,3,False,1.0,0.0,-1.0
O/2072111/0001695,2026-05-16,2026-05-16 13:37,3 leg parlay,+21587,3,False,1.0,0.0,-1.0
O/2072111/0001693,2026-05-16,2026-05-16 12:36,3 leg Same Game Parlay+,+18939,3,False,1.0,0.0,-1.0
O/2072111/0001694,2026-05-16,2026-05-16 12:39,Same Game Parlay™,+16283,3,False,1.0,0.0,-1.0
O/2072111/0001691,2026-05-15,2026-05-15 20:54,3 leg Same Game Parlay+,+10274,3,False,1.0,0.0,-1.0
O/2072111/0001688,2026-05-15,2026-05-15 18:47,3 leg Same Game Parlay+,+12983,3,False,1.0,0.0,-1.0
O/2072111/0001674,2026-05-15,2026-05-15 16:47,3 leg Same Game Parlay+,+10857,3,False,1.0,0.0,-1.0
O/2072111/0001690,2026-05-15,2026-05-15 19:43,4 leg Same Game Parlay+,+17184,4,False,1.0,0.0,-1.0
O/2072111/0001687,2026-05-15,2026-05-15 18:38,4 leg Same Game Parlay+,+10361,4,False,1.0,0.0,-1.0
O/2072111/0001686,2026-05-15,2026-05-15 18:37,3 leg Same Game Parlay+,+10950,3,False,1.0,0.0,-1.0
O/2072111/0001685,2026-05-15,2026-05-15 18:36,4 leg Same Game Parlay+,+46725,4,False,1.0,0.0,-1.0
O/2072111/0001689,2026-05-15,2026-05-15 19:20,3 leg parlay,+26131,3,False,1.0,0.0,-1.0
O/2072111/0001679,2026-05-15,2026-05-15 18:01,3 leg Same Game Parlay+,+14130,3,False,1.0,0.0,-1.0
O/2072111/0001680,2026-05-15,2026-05-15 18:04,3 leg parlay,+10260,3,False,1.0,0.0,-1.0
O/2072111/0001673,2026-05-15,2026-05-15 11:50,3 leg Same Game Parlay+,+108318,3,False,1.0,0.0,-1.0
O/2072111/0001683,2026-05-15,2026-05-15 18:28,3 leg parlay,+14603,3,False,1.0,0.0,-1.0
O/2072111/0001678,2026-05-15,2026-05-15 17:59,4 leg Same Game Parlay+,+44583,4,False,1.0,0.0,-1.0
O/2072111/0001675,2026-05-15,2026-05-15 17:14,3 leg Same Game Parlay+,+121304,3,False,1.0,0.0,-1.0
O/2072111/0001677,2026-05-15,2026-05-15 17:53,3 leg parlay,+22574,3,False,1.0,0.0,-1.0
O/2072111/0001681,2026-05-15,2026-05-15 18:05,3 leg parlay,+34719,3,False,1.0,0.0,-1.0
O/2072111/0001676,2026-05-15,2026-05-15 17:51,3 leg parlay,+58080,3,False,1.0,0.0,-1.0
O/2072111/0001684,2026-05-15,2026-05-15 18:33,4 leg Same Game Parlay+,+31395,4,False,1.0,0.0,-1.0
O/2072111/0001670,2026-05-14,2026-05-14 18:32,3 leg Same Game Parlay+,+7974,3,False,1.0,0.0,-1.0
O/2072111/0001669,2026-05-14,2026-05-14 18:03,3 leg Same Game Parlay+,+13132,3,False,1.0,0.0,-1.0
O/2072111/0001672,2026-05-14,2026-05-14 19:02,3 leg Same Game Parlay+,+25262,3,False,1.0,0.0,-1.0
O/2072111/0001671,2026-05-14,2026-05-14 18:39,3 leg parlay,+20449,3,False,1.0,0.0,-1.0
O/2072111/0001668,2026-05-14,2026-05-14 17:32,3 leg Same Game Parlay+,+23115,3,False,1.0,0.0,-1.0
O/2072111/0001665,2026-05-14,2026-05-14 12:58,Same Game Parlay™,+60767,3,False,1.0,0.0,-1.0
O/2072111/0001667,2026-05-14,2026-05-14 13:10,4 leg Same Game Parlay+,+37646,4,False,1.0,0.0,-1.0
O/2072111/0001664,2026-05-14,2026-05-14 12:57,4 leg Same Game Parlay+,+33092,4,False,1.0,0.0,-1.0
O/2072111/0001666,2026-05-14,2026-05-14 12:59,Same Game Parlay™,+39807,3,False,1.0,0.0,-1.0
O/2072111/0001663,2026-05-14,2026-05-14 12:56,3 leg parlay,+62150,3,False,1.0,0.0,-1.0
O/2072111/0001662,2026-05-13,2026-05-13 22:26,3 leg Same Game Parlay+,+11355,3,False,1.0,0.0,-1.0
O/2072111/0001654,2026-05-13,2026-05-13 14:29,3 leg Same Game Parlay+,+48726,3,False,1.0,0.0,-1.0
O/2072111/0001656,2026-05-13,2026-05-13 17:50,3 leg parlay,+33915,3,False,1.0,0.0,-1.0
O/2072111/0001643,2026-05-13,2026-05-13 10:42,3 leg Same Game Parlay+,+56087,3,False,10.0,0.0,-10.0
O/2072111/0001661,2026-05-13,2026-05-13 19:54,3 leg Same Game Parlay+,+9419,3,False,1.5,0.0,-1.5
O/2072111/0001658,2026-05-13,2026-05-13 18:42,3 leg parlay,+13830,3,False,1.0,0.0,-1.0
O/2072111/0001651,2026-05-13,2026-05-13 11:59,Same Game Parlay™,+24974,4,False,1.0,0.0,-1.0
O/2072111/0001657,2026-05-13,2026-05-13 18:23,3 leg parlay,+43096,3,False,1.0,0.0,-1.0
O/2072111/0001647,2026-05-13,2026-05-13 11:47,3 leg Same Game Parlay+,+11107,3,False,1.0,0.0,-1.0
O/2072111/0001659,2026-05-13,2026-05-13 19:10,3 leg parlay,+15890,3,False,1.0,0.0,-1.0
O/2072111/0001660,2026-05-13,2026-05-13 19:15,3 leg parlay,+89900,3,False,1.0,0.0,-1.0
O/2072111/0001648,2026-05-13,2026-05-13 11:51,4 leg parlay,+25251,4,False,1.0,0.0,-1.0
O/2072111/0001655,2026-05-13,2026-05-13 14:37,2 leg parlay,+6224,2,False,1.0,0.0,-1.0
O/2072111/0001649,2026-05-13,2026-05-13 11:52,3 leg parlay,+26014,3,False,1.0,0.0,-1.0
O/2072111/0001652,2026-05-13,2026-05-13 12:29,4 leg parlay,+78917,4,False,1.0,0.0,-1.0
O/2072111/0001653,2026-05-13,2026-05-13 12:49,4 leg parlay,+130090,4,False,5.0,0.0,-5.0
O/2072111/0001644,2026-05-13,2026-05-13 11:31,3 leg parlay,+14172,3,False,1.0,0.0,-1.0
O/2072111/0001646,2026-05-13,2026-05-13 11:34,4 leg Same Game Parlay+,+32629,3,False,1.0,0.0,-1.0
O/2072111/0001650,2026-05-13,2026-05-13 11:54,2 leg parlay,+11528,2,False,1.0,0.0,-1.0
O/2072111/0001645,2026-05-13,2026-05-13 11:32,3 leg Same Game Parlay+,+17499,3,False,1.0,0.0,-1.0
O/2072111/0001641,2026-05-12,2026-05-12 21:45,4 leg Same Game Parlay+,+11679,4,False,10.0,0.0,-10.0
O/2072111/0001640,2026-05-12,2026-05-12 21:41,4 leg Same Game Parlay+,+15182,4,False,1.0,0.0,-1.0
O/2072111/0001636,2026-05-12,2026-05-12 20:03,4 leg Same Game Parlay+,+19469,4,False,1.0,0.0,-1.0
O/2072111/0001639,2026-05-12,2026-05-12 21:40,3 leg Same Game Parlay+,+10179,3,False,1.0,0.0,-1.0
O/2072111/0001638,2026-05-12,2026-05-12 21:39,4 leg Same Game Parlay+,+14504,4,False,1.0,0.0,-1.0
O/2072111/0001620,2026-05-12,2026-05-12 10:58,3 leg parlay,+8301,3,False,1.0,0.0,-1.0
O/2072111/0001623,2026-05-12,2026-05-12 17:13,3 leg parlay,+72294,3,False,1.0,0.0,-1.0
O/2072111/0001635,2026-05-12,2026-05-12 20:01,3 leg Same Game Parlay+,+17898,3,False,1.0,0.0,-1.0
O/2072111/0001629,2026-05-12,2026-05-12 17:44,3 leg Same Game Parlay+,+17596,3,False,1.0,0.0,-1.0
O/2072111/0001631,2026-05-12,2026-05-12 18:13,2 leg parlay,+1876,2,False,1.0,0.0,-1.0
O/2072111/0001630,2026-05-12,2026-05-12 17:56,4 leg parlay,+27527,4,False,1.0,0.0,-1.0
O/2072111/0001633,2026-05-12,2026-05-12 18:22,Same Game Parlay™,+20577,4,False,1.0,0.0,-1.0
O/2072111/0001618,2026-05-12,2026-05-12 10:56,4 leg parlay,+29299,4,False,1.0,0.0,-1.0
O/2072111/0001621,2026-05-12,2026-05-12 10:59,2 leg parlay,+3263,2,False,1.0,0.0,-1.0
O/2072111/0001625,2026-05-12,2026-05-12 17:39,2 leg parlay,+10430,2,False,1.0,0.0,-1.0
O/2072111/0001632,2026-05-12,2026-05-12 18:16,3 leg Same Game Parlay+,+47825,3,False,1.0,0.0,-1.0
O/2072111/0001622,2026-05-12,2026-05-12 17:12,3 leg parlay,+28125,3,False,10.0,0.0,-10.0
